,sale_id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition_build,sqft_above,sqft_basement,yr_built,yr_renovated
987,987,3.0,1.0,820,7680,1.5,0,0,3,820,0,1910,2006
988,988,3.0,2.5,3160,4270,2.0,0,0,3,2650,510,2006,0
989,989,3.0,2.75,1720,28000,1.0,0,0,4,1720,0,1958,1972
990,990,3.0,2.5,1680,6755,2.0,0,0,3,1680,0,1994,0
991,991,3.0,1.75,1300,7958,1.0,0,0,3,1300,0,1996,0
992,992,3.0,2.5,2190,10370,2.0,0,0,3,2190,0,1987,2000
993,993,3.0,2.5,1720,4006,2.0,0,0,3,1720,0,1994,0
994,994,3.0,1.0,1160,11776,1.0,0,0,3,1160,0,1968,1997
995,995,7.0,4.0,3150,34830,1.0,0,0,3,3150,0,1957,2005
996,996,3.0,1.75,1210,8075,1.0,0,0,4,1210,0,1983,0
997,997,3.0,1.75,1980,5100,1.0,0,0,3,1270,710,1965,1993
998,998,4.0,2.5,2990,5669,2.0,0,0,3,2990,0,2003,0
999,999,3.0,1.5,1430,9600,1.0,0,0,4,1430,0,1966,0
1000,1000,3.0,2.5,2060,4030,2.0,0,0,3,2060,0,1999,0
1001,1001,4.0,3.0,2230,52983,2.0,0,0,3,2230,0,1991,0
1002,1002,4.0,2.5,3090,18645,2.0,0,0,3,3090,0,1995,0
1003,1003,6.0,3.25,4250,23326,1.0,0,3,3,2150,2100,1967,2011
1004,1004,3.0,2.5,1970,23180,1.0,1,4,3,1100,870,1937,1998
1005,1005,2.0,2.0,1700,3171,1.0,0,0,5,850,850,1927,0
1006,1006,3.0,2.5,2510,5503,2.0,0,2,3,2510,0,1995,0
1007,1007,6.0,2.75,3610,17580,1.0,0,4,5,2070,1540,1959,0
1008,1008,4.0,3.25,2980,7000,2.0,0,3,3,2140,840,1900,2014
1009,1009,3.0,1.75,1610,6480,1.0,0,0,4,1610,0,1947,1988
1010,1010,4.0,2.75,3650,6982,2.0,0,2,4,2530,1120,1951,2003
1011,1011,4.0,2.0,2510,38141,1.0,0,0,3,2510,0,1960,2012
1012,1012,3.0,1.0,1110,6000,1.5,0,0,5,1110,0,1932,2002
1013,1013,3.0,2.0,1650,6150,2.0,0,0,4,1650,0,1926,1993
1014,1014,3.0,2.0,1980,12150,1.0,0,0,3,1980,0,1994,0
1015,1015,2.0,1.5,880,1157,2.0,0,0,3,880,0,2007,0
1016,1016,3.0,1.75,1490,9800,1.0,0,0,4,1140,350,1947,1988
1017,1017,3.0,2.0,2520,5400,1.5,0,0,4,1410,1110,1906,1990
1018,1018,3.0,1.75,1820,22320,1.0,0,0,3,1250,570,1977,2004
1019,1019,7.0,4.5,4140,9066,1.0,0,0,3,2070,2070,1978,0
1020,1020,4.0,2.5,3420,8405,2.0,0,0,3,3420,0,2000,0
1021,1021,4.0,2.5,3150,7277,2.0,0,0,3,3150,0,2006,0
1022,1022,3.0,1.75,1580,7416,1.0,0,0,3,1150,430,1967,2011
1023,1023,3.0,2.0,1660,8281,1.0,0,0,3,1660,0,1949,1998
1024,1024,3.0,1.0,1100,10125,1.0,0,0,3,1100,0,1969,2010
1025,1025,2.0,1.0,1270,3200,1.0,0,0,4,960,310,1920,0
1026,1026,4.0,1.0,1450,6250,1.0,0,0,3,990,460,1964,2000
1027,1027,4.0,2.25,1830,9485,1.0,0,0,4,1200,630,1989,0
1028,1028,3.0,1.75,1300,4127,1.0,0,0,4,650,650,1918,1953
1029,1029,2.0,1.75,2320,5500,1.5,0,2,3,1720,600,1925,2000
1030,1030,4.0,2.75,1680,9545,1.0,0,0,4,1080,600,1979,0
1031,1031,3.0,2.5,2300,5500,1.5,0,0,4,2000,300,1921,0
1032,1032,3.0,1.75,1400,4000,1.0,0,0,3,870,530,1951,1994
1033,1033,4.0,2.25,2410,4560,2.0,0,2,5,1800,610,1929,0
1034,1034,3.0,2.0,1480,7480,1.0,0,0,4,1480,0,1992,0
1035,1035,3.0,1.0,1390,9624,1.5,0,0,4,1390,0,1954,1979
1036,1036,2.0,1.0,830,2699,1.0,0,0,3,830,0,1996,0
1037,1037,2.0,1.0,740,9003,1.0,0,0,3,740,0,1949,1998
1038,1038,5.0,2.0,1940,6000,1.0,0,0,5,970,970,1945,0
1039,1039,3.0,1.0,1340,15600,1.0,0,0,4,1340,0,1978,2000
1040,1040,8.0,3.5,4440,6480,2.0,0,3,5,3140,1300,1959,0
1041,1041,2.0,1.0,800,6240,1.0,0,0,3,800,0,1954,2005
1042,1042,3.0,1.75,1310,9645,1.0,0,0,3,1310,0,1979,2014
1043,1043,4.0,1.75,2330,4000,2.0,0,0,5,1300,1030,1924,1956
1044,1044,2.0,3.25,1400,1243,3.0,0,0,3,1400,0,2000,0
1045,1045,4.0,2.5,2360,4367,2.0,0,0,3,2360,0,2003,0
1046,1046,3.0,2.25,1840,5752,2.0,0,0,3,1840,0,2003,0
1047,1047,4.0,2.5,2680,7178,2.0,0,0,3,2680,0,2004,2003
1048,1048,3.0,3.75,3890,7140,1.0,0,2,3,2390,1500,1943,2007
1049,1049,3.0,2.0,1400,8640,1.0,0,0,5,1400,0,1968,0
1050,1050,3.0,2.5,2400,9701,1.0,0,0,3,2400,0,1990,2009
1051,1051,4.0,2.25,2920,46355,2.0,0,0,4,2920,0,1998,0
1052,1052,2.0,2.0,1390,1302,2.0,0,0,3,1390,0,1986,0
1053,1053,3.0,2.5,1680,11193,2.0,0,0,3,1680,0,1984,0
1054,1054,4.0,1.5,2040,8800,1.0,0,0,4,1020,1020,1961,2001
1055,1055,2.0,1.0,1080,4000,1.0,0,0,3,1080,0,1940,1996
1056,1056,3.0,2.75,2280,4280,1.0,0,0,5,1280,1000,1917,0
1057,1057,4.0,3.5,4490,5099,2.0,0,0,3,3390,1100,2006,0
1058,1058,4.0,3.25,4700,9160,1.0,0,4,3,2520,2180,2005,0
1059,1059,4.0,2.5,2798,4473,2.0,0,0,3,2798,0,2012,1912
1060,1060,3.0,2.5,2810,5400,2.0,0,0,3,2810,0,2005,0
1061,1061,4.0,2.5,3753,7204,2.0,0,0,3,3336,417,2008,0
1062,1062,4.0,3.5,3910,8095,2.0,0,0,3,3130,780,2007,0
1063,1063,2.0,2.5,1050,1609,2.0,0,0,3,1050,0,2005,0
1064,1064,4.0,1.0,1600,4300,1.5,0,0,4,1600,0,1916,0
1065,1065,4.0,2.25,2590,10002,1.0,0,0,4,1340,1250,1968,0
1066,1066,4.0,2.25,1720,9753,1.0,0,0,4,1120,600,1978,2000
1067,1067,6.0,2.5,4410,14034,1.0,0,2,4,2350,2060,1965,0
1068,1068,3.0,1.75,1590,11914,1.0,0,2,3,1090,500,1957,2000
1069,1069,4.0,2.5,2440,22594,2.0,0,0,3,2440,0,1996,0
1070,1070,3.0,2.5,1360,1016,3.0,0,0,3,1310,50,2003,0
1071,1071,2.0,1.0,910,7000,1.0,0,0,3,910,0,1952,2008
1072,1072,4.0,1.5,1390,7200,1.0,0,0,3,1140,250,1965,1993
1073,1073,3.0,1.5,1470,14821,1.0,0,0,4,1470,0,1958,1972
1074,1074,4.0,2.5,2920,9904,2.0,0,0,4,2920,0,1990,0
1075,1075,3.0,1.75,1950,52256,1.0,0,0,4,1950,0,1985,0
1076,1076,3.0,2.5,2390,4555,2.0,0,0,3,2390,0,2006,0
1077,1077,3.0,1.5,1270,11600,1.0,0,0,4,1270,0,1964,0
1078,1078,2.0,1.0,950,7560,1.0,0,0,3,950,0,1958,2004
1079,1079,2.0,1.0,900,423838,1.0,0,2,5,900,0,1925,0
1080,1080,4.0,2.25,2280,6660,1.5,0,2,3,1960,320,1940,1984
1081,1081,3.0,1.0,1010,5490,1.0,0,0,3,1010,0,1954,2005
1082,1082,2.0,1.0,1260,5000,1.0,0,0,3,1040,220,1951,1994
1083,1083,4.0,3.5,4730,13586,1.5,0,0,5,4270,460,1935,0
1084,1084,3.0,2.5,2620,21587,2.0,0,0,3,2620,0,1992,0
1085,1085,3.0,2.25,2330,4000,1.5,0,2,5,1520,810,1927,0
1086,1086,5.0,3.0,2170,2440,1.5,0,0,4,1450,720,1911,1966
1087,1087,5.0,2.0,2450,9488,1.0,0,0,4,1240,1210,1900,1955
1088,1088,4.0,1.75,1880,7632,1.0,0,0,4,1180,700,1978,2000
1089,1089,4.0,2.0,2300,3400,1.5,0,0,5,1550,750,1915,0
1090,1090,3.0,2.0,1240,14404,1.0,0,0,3,1240,0,1988,2000
1091,1091,2.0,1.0,820,3844,1.0,0,0,4,820,0,1916,0
1092,1092,4.0,2.0,1530,6375,2.0,0,0,3,1530,0,1942,1983
1093,1093,5.0,3.25,2900,12160,1.0,0,0,4,1890,1010,1967,0
1094,1094,4.0,2.75,1240,3867,1.0,0,0,3,800,440,1987,2000
1095,1095,4.0,3.5,4140,13392,2.0,0,0,3,4140,0,2000,0
1096,1096,4.0,2.0,2240,7725,1.0,0,0,5,1120,1120,1956,0
1097,1097,3.0,2.0,1480,5000,1.0,0,0,4,750,730,1928,0
1098,1098,3.0,2.25,2270,8876,1.0,0,0,3,1380,890,1977,2004
1099,1099,3.0,1.0,1250,6250,1.0,0,0,2,1030,220,1949,0
1100,1100,5.0,2.0,1930,9747,1.0,0,0,4,1020,910,1962,0
1101,1101,4.0,1.75,1700,7800,1.0,0,0,5,1120,580,1981,0
1102,1102,3.0,1.0,1590,6420,1.0,0,0,3,1590,0,1944,0
1103,1103,5.0,1.75,1880,10000,1.0,0,0,3,960,920,1963,2008
1104,1104,4.0,1.75,1640,4240,1.0,0,0,5,920,720,1921,0
1105,1105,3.0,1.5,2600,5085,1.0,0,0,4,1400,1200,1940,2001
1106,1106,2.0,1.0,710,1173,2.0,0,0,4,710,0,1943,0
1107,1107,6.0,4.25,6980,15682,3.0,0,4,4,5330,1650,1999,0
1108,1108,3.0,1.5,1460,5040,1.0,0,0,3,1100,360,1971,0
1109,1109,3.0,2.5,2080,9827,2.0,0,0,3,2080,0,1989,0
1110,1110,5.0,2.5,2630,9216,2.0,0,0,3,2630,0,2003,0
1111,1111,4.0,3.25,4430,21000,2.0,0,0,3,4430,0,1952,2007
1112,1112,4.0,2.5,2760,6850,2.0,0,0,3,2760,0,1999,0
1113,1113,4.0,2.0,1670,12056,1.0,0,0,3,1670,0,1955,2005
1114,1114,4.0,1.75,1990,4725,1.5,0,0,4,1190,800,1944,0
1115,1115,3.0,3.0,2600,5238,1.5,0,3,3,1890,710,1989,0
1116,1116,2.0,1.0,1320,1824,1.5,0,0,4,1320,0,1909,1989
1117,1117,3.0,1.5,2240,3800,2.0,0,0,3,1370,870,1929,0
1118,1118,4.0,2.25,1960,8680,1.0,0,0,4,1290,670,1959,0
1119,1119,3.0,2.0,2590,108900,2.0,0,0,3,1980,610,1988,2000
1120,1120,4.0,2.75,2620,6707,2.0,0,0,3,2620,0,2000,0
1121,1121,3.0,2.5,2770,9136,2.0,0,0,3,2770,0,1991,0
1122,1122,3.0,1.0,2110,10005,1.0,0,0,5,1110,1000,1924,1956
1123,1123,4.0,2.5,2290,4539,2.0,0,0,3,2290,0,2001,0
1124,1124,4.0,4.25,4960,6000,2.5,0,0,3,3680,1280,1909,2003
1125,1125,2.0,1.0,1110,26051,1.0,0,0,3,1110,0,1951,1994
1126,1126,4.0,2.75,3310,6166,2.0,0,0,3,3310,0,2008,0
1127,1127,2.0,1.0,900,8580,1.0,0,0,3,900,0,1918,0
1128,1128,3.0,1.75,1940,7313,1.0,0,1,4,1440,500,1960,2001
1129,1129,3.0,1.75,1590,7617,2.0,0,0,3,1590,0,1986,0
1130,1130,3.0,2.5,2930,6050,2.0,0,0,3,2930,0,2008,0
1131,1131,4.0,2.5,2040,22653,2.0,0,0,3,2040,0,2011,0
1132,1132,2.0,2.25,1000,905,3.0,0,0,3,1000,0,2006,0
1133,1133,3.0,3.25,1730,1229,2.0,0,2,3,1320,410,2008,0
1134,1134,3.0,1.0,1220,4800,1.0,0,0,3,1220,0,1901,0
1135,1135,3.0,2.25,3060,12095,2.0,0,0,3,3060,0,1983,2009
1136,1136,4.0,2.5,2910,5000,2.0,0,0,3,2910,0,2002,0
1137,1137,3.0,1.75,1050,5850,1.0,0,0,3,1050,0,1980,0
1138,1138,3.0,2.0,1560,7352,1.0,0,0,3,1560,0,1992,0
1139,1139,3.0,1.75,1680,3000,1.0,0,2,4,840,840,1900,1971
1140,1140,4.0,3.25,4140,20734,1.0,0,1,3,3300,840,1977,2005
1141,1141,3.0,2.0,1550,8509,1.0,0,0,3,1150,400,1959,1989
1142,1142,6.0,2.75,5700,20000,1.0,0,4,4,2850,2850,1977,0
1143,1143,3.0,2.5,2200,7278,2.0,0,0,3,2200,0,1990,2009
1144,1144,2.0,2.5,1740,2500,2.0,0,2,3,1210,530,1994,0
1145,1145,3.0,1.0,1210,9525,1.0,0,0,3,1210,0,1955,2005
1146,1146,4.0,3.25,4240,25639,2.0,0,3,3,3550,690,1989,0
1147,1147,3.0,2.25,1590,11745,1.0,0,0,3,1090,500,1978,0
1148,1148,4.0,1.75,3420,7200,1.0,0,3,5,1770,1650,1947,0
1149,1149,4.0,2.5,3190,11375,1.0,0,0,5,2210,980,1946,0
1150,1150,3.0,1.75,1920,5405,1.0,0,2,4,960,960,1947,1988
1151,1151,2.0,1.75,1340,4664,1.0,0,0,3,1340,0,2004,2003
1152,1152,3.0,1.75,1700,8400,1.0,0,0,3,1460,240,1947,2012
1153,1153,4.0,2.5,2310,3570,1.5,0,0,3,1490,820,1927,2014
1154,1154,3.0,1.75,1510,44000,1.0,0,0,3,1240,270,1989,0
1155,1155,3.0,2.5,2670,10082,1.0,0,0,3,2670,0,1987,2000
1156,1156,4.0,2.25,2060,8470,1.0,0,0,3,1440,620,1983,2009
1157,1157,3.0,2.5,2090,6000,1.5,0,0,4,2090,0,1928,0
1158,1158,5.0,2.5,3090,23265,1.0,0,0,3,2990,100,1957,2000
1159,1159,2.0,2.5,1240,1546,2.0,0,0,3,1240,0,2007,0
1160,1160,3.0,2.5,1860,3690,2.0,0,0,3,1860,0,2000,0
1161,1161,3.0,1.5,2000,7350,1.0,0,0,3,2000,0,1953,0
1162,1162,4.0,1.75,2500,92347,1.0,0,0,4,1500,1000,1970,0
1163,1163,4.0,2.25,1820,20349,1.0,0,0,5,1340,480,1977,0
1164,1164,3.0,2.25,1820,8058,1.0,0,0,3,1260,560,1974,0
1165,1165,3.0,2.0,1060,5750,1.0,0,0,3,1060,0,1981,2013
1166,1166,3.0,2.5,1950,9906,2.0,0,0,3,1950,0,1988,2000
1167,1167,2.0,1.0,940,4800,1.0,0,0,4,940,0,1911,1955
1168,1168,2.0,1.5,1220,3568,1.5,0,0,4,1220,0,1976,1992
1169,1169,5.0,3.5,4180,17935,2.0,0,0,3,4180,0,2004,2003
1170,1170,3.0,1.0,1200,9800,1.0,0,0,4,1200,0,1971,0
1171,1171,5.0,3.75,3990,18897,2.0,0,0,3,3090,900,1937,2010
1172,1172,2.0,1.0,1880,7560,1.0,0,0,3,940,940,1919,2001
1173,1173,4.0,2.5,2280,7200,2.0,0,0,3,2280,0,1994,0
1174,1174,3.0,1.75,2580,11000,1.0,0,0,4,1290,1290,1951,1999
1175,1175,4.0,2.75,2600,4674,1.0,0,0,3,1560,1040,1976,0
1176,1176,4.0,2.5,3150,13700,2.0,0,0,4,3150,0,1966,0
1177,1177,4.0,3.5,5550,28078,2.0,0,2,4,3350,2200,2000,0
1178,1178,5.0,2.75,2220,4000,1.0,0,0,3,1230,990,1973,2013
1179,1179,2.0,2.25,1730,31491,2.0,1,2,4,1730,0,1947,1988
1180,1180,4.0,3.0,2840,4120,1.5,0,0,4,2060,780,1931,0
1181,1181,4.0,2.5,2560,8780,2.0,0,0,3,2560,0,1992,0
1182,1182,3.0,2.0,1330,6000,1.0,0,0,4,630,700,1900,1971
1183,1183,2.0,1.0,1890,5202,1.5,0,0,4,1890,0,1909,1989
1184,1184,7.0,4.5,4290,37607,1.5,0,0,5,4290,0,1982,0
1185,1185,2.0,2.0,1540,54450,2.0,0,0,3,1540,0,1983,2009
1186,1186,4.0,2.0,2340,50233,1.0,0,0,4,1170,1170,1966,0
1187,1187,3.0,1.75,2180,10230,1.0,0,0,4,1090,1090,1961,2001
1188,1188,3.0,2.5,2780,11964,2.0,0,0,3,2780,0,2009,0
1189,1189,4.0,2.75,2620,6019,2.0,0,0,3,2620,0,2013,1923
1190,1190,4.0,3.5,3760,5000,2.0,0,0,3,2860,900,2014,0
1191,1191,4.0,2.5,2720,4738,2.0,0,0,3,2720,0,2012,1912
1192,1192,3.0,2.25,2675,40910,2.0,0,0,3,2675,0,1984,0
1193,1193,5.0,2.75,2080,13189,2.0,0,0,3,2080,0,1987,2000
1194,1194,3.0,2.5,2460,12028,2.0,0,0,3,2460,0,1996,0
1195,1195,3.0,2.5,1960,3480,2.0,0,0,3,1960,0,2004,2003
1196,1196,4.0,2.5,2550,6256,2.0,0,0,3,2550,0,1992,0
1197,1197,3.0,2.25,1760,1146,3.0,0,0,3,1760,0,2014,0
1198,1198,3.0,1.75,1620,7330,1.0,0,0,4,1090,530,1974,0
1199,1199,3.0,1.75,1790,12000,1.0,0,0,3,1040,750,1960,2012
1200,1200,4.0,3.5,3480,7232,2.0,0,0,3,2580,900,1926,2010
1201,1201,4.0,1.75,2780,9900,2.0,0,0,4,2780,0,1978,2000
1202,1202,5.0,3.0,3640,8239,2.0,0,3,3,2540,1100,1982,0
1203,1203,1.0,1.0,750,4000,1.0,0,0,3,750,0,1918,0
1204,1204,3.0,1.0,960,6634,1.0,0,0,3,960,0,1952,2008
1205,1205,3.0,1.5,2030,8880,1.0,0,0,3,1330,700,1963,2008
1206,1206,3.0,2.75,2930,5569,1.0,0,0,3,1860,1070,2004,2003
1207,1207,2.0,2.5,1380,1073,2.0,0,0,3,1140,240,2011,0
1208,1208,3.0,2.0,1720,5525,1.0,0,2,5,960,760,1941,0
1209,1209,2.0,1.0,1210,4800,1.0,0,0,3,1060,150,1950,2005
1210,1210,3.0,1.0,950,4250,1.5,0,0,5,950,0,1948,1985
1211,1211,2.0,1.75,1710,4234,2.0,0,0,3,1330,380,1920,1979
1212,1212,2.0,2.0,1410,12282,1.5,0,0,5,1410,0,1909,1988
1213,1213,4.0,2.5,2910,7631,2.0,0,2,3,2910,0,2006,0
1214,1214,4.0,2.5,2220,7064,2.0,0,0,3,2220,0,1988,2000
1215,1215,5.0,3.25,3160,13238,2.0,0,0,5,3160,0,1972,0
1216,1216,3.0,2.0,1380,4500,1.0,0,0,3,1380,0,2008,0
1217,1217,3.0,2.0,1760,5000,1.0,0,0,5,960,800,1920,0
1218,1218,1.0,1.0,730,3000,1.0,0,0,3,730,0,1911,1979
1219,1219,4.0,2.5,2460,5000,2.0,0,0,5,1620,840,1938,0
1220,1220,3.0,1.75,2160,6272,1.0,0,0,4,1390,770,1960,2001
1221,1221,4.0,2.25,1990,4600,1.5,0,2,4,1420,570,1932,1958
1222,1222,3.0,3.0,3740,39640,2.0,0,2,3,3740,0,1991,0
1223,1223,4.0,2.5,2710,5500,2.0,0,0,3,2710,0,1999,0
1224,1224,3.0,2.5,2680,7836,2.0,0,0,3,2680,0,1990,2009
1225,1225,4.0,2.0,1850,7560,1.0,0,0,4,1540,310,1978,2000
1226,1226,4.0,2.5,3190,7869,2.0,0,2,3,3190,0,2001,0
1227,1227,3.0,2.5,2730,5832,2.0,0,0,3,2730,0,1998,2006
1228,1228,3.0,1.5,1840,9990,2.0,0,0,5,1840,0,1961,0
1229,1229,4.0,2.5,2720,10000,2.0,0,0,3,2720,0,1987,2000
1230,1230,4.0,3.5,4370,8510,2.0,0,1,3,3610,760,2003,0
1231,1231,3.0,2.5,2290,3475,2.0,0,0,3,2290,0,2006,0
1232,1232,2.0,1.0,990,4802,1.0,0,0,3,990,0,1947,2012
1233,1233,2.0,1.5,1140,2980,2.0,0,0,3,1140,0,1988,2000
1234,1234,4.0,1.5,1840,4337,2.0,0,0,4,1840,0,1917,0
1235,1235,2.0,1.0,1110,6800,1.0,0,0,5,1000,110,1947,0
1236,1236,4.0,2.5,2150,9070,2.0,0,0,4,2150,0,1985,0
1237,1237,3.0,2.5,2230,5750,2.0,0,0,3,2230,0,2003,0
1238,1238,2.0,1.0,1170,6000,1.0,0,0,4,970,200,1941,1998
1239,1239,3.0,2.5,1960,7200,1.0,0,0,4,980,980,1940,2001
1240,1240,3.0,2.25,2610,9002,2.0,0,0,3,2610,0,1988,2000
1241,1241,3.0,2.25,2130,8721,1.0,0,0,3,1570,560,1987,2000
1242,1242,3.0,2.25,3020,43560,2.0,0,0,3,2720,300,1969,2010
1243,1243,3.0,1.75,1670,5400,2.0,0,0,5,1670,0,1912,0
1244,1244,3.0,1.75,1890,7004,1.0,0,0,3,1290,600,1965,1993
1245,1245,3.0,1.0,950,13475,1.0,0,0,3,950,0,1950,2005
1246,1246,4.0,2.5,2430,14400,1.0,0,0,5,1670,760,1963,0
1247,1247,4.0,2.0,2360,6000,1.0,0,0,5,1260,1100,1939,0
1248,1248,3.0,1.75,1510,8301,1.0,0,0,3,1510,0,1967,2011
1249,1249,3.0,2.5,2080,4828,2.0,0,0,3,2080,0,2002,0
1250,1250,3.0,2.0,1750,15500,1.0,0,0,3,1490,260,1982,0
1251,1251,3.0,2.0,1810,4064,1.5,0,0,3,1810,0,1925,2002
1252,1252,4.0,1.75,1790,11875,1.0,0,0,4,1490,300,1969,0
1253,1253,4.0,2.75,2340,11034,1.0,0,0,3,1720,620,1967,2011
1254,1254,3.0,2.5,1690,9626,2.0,0,0,3,1690,0,1984,0
1255,1255,4.0,2.5,2070,7476,2.0,0,0,3,2070,0,2003,0
1256,1256,3.0,2.5,2240,6396,2.0,0,0,3,2240,0,2002,0
1257,1257,4.0,3.0,4500,21780,2.0,0,2,3,3040,1460,1980,0
1258,1258,3.0,1.75,2770,39927,1.0,0,0,4,1580,1190,1978,2000
1259,1259,3.0,1.0,1010,7245,1.0,0,0,3,1010,0,1969,2010
1260,1260,3.0,1.5,1120,6900,1.0,0,0,5,1120,0,1956,0
1261,1261,5.0,2.5,3020,21441,1.0,0,0,4,1510,1510,1978,2000
1262,1262,4.0,3.25,4400,186846,2.0,0,0,4,4400,0,1993,0
1263,1263,3.0,1.75,1990,5650,1.0,0,1,3,1320,670,1963,2008
1264,1264,3.0,1.0,1450,8820,1.0,0,0,3,1050,400,1958,2004
1265,1265,4.0,2.5,1920,8497,2.0,0,0,3,1920,0,1998,2006
1266,1266,2.0,2.5,1175,1366,2.0,0,0,3,740,435,2005,0
1267,1267,3.0,1.5,1320,13200,1.0,0,0,3,1320,0,1970,2014
1268,1268,5.0,2.5,3990,3839,1.0,0,0,4,1990,2000,1962,0
1269,1269,2.0,1.0,1140,5720,1.0,0,0,3,850,290,1947,2012
1270,1270,4.0,1.75,1720,4240,1.5,0,0,4,1460,260,1925,1968
1271,1271,4.0,2.75,2150,9915,1.0,0,0,5,1240,910,1976,0
1272,1272,3.0,1.5,1790,8203,1.5,0,1,3,1790,0,1910,2006
1273,1273,2.0,2.5,2210,6327,1.0,0,0,3,2210,0,2003,0
1274,1274,3.0,2.75,2180,7519,1.0,0,0,4,1310,870,1981,0
1275,1275,3.0,2.25,1410,1290,2.0,0,0,3,1290,120,2004,2003
1276,1276,3.0,2.5,1950,3600,2.0,0,0,3,1950,0,2010,0
1277,1277,3.0,2.5,1495,936,3.0,0,0,3,1405,90,2006,0
1278,1278,3.0,2.25,1660,6000,1.0,0,0,3,1110,550,1979,2014
1279,1279,3.0,2.5,1950,8130,2.0,0,0,4,1950,0,1990,0
1280,1280,5.0,2.75,2550,5040,1.5,0,0,5,2550,0,1902,0
1281,1281,3.0,1.75,1370,3850,1.0,0,0,5,770,600,1911,1988
1282,1282,4.0,2.5,2200,4000,2.0,0,0,5,1430,770,1908,0
1283,1283,3.0,1.75,1250,6041,1.5,0,0,5,1250,0,1942,0
1284,1284,4.0,2.25,2220,8872,1.0,0,0,4,1110,1110,1961,2001
1285,1285,3.0,1.75,1620,4200,1.0,0,0,5,830,790,1945,0
1286,1286,3.0,1.75,2250,26337,1.0,0,0,3,2250,0,1980,0
1287,1287,3.0,2.5,1720,99916,2.0,0,0,4,1720,0,1990,0
1288,1288,4.0,2.5,3030,9687,2.0,0,0,3,2020,1010,1998,2006
1289,1289,3.0,1.0,1030,9120,1.0,0,0,3,1030,0,1961,2004
1290,1290,3.0,2.5,2190,4882,2.0,0,0,3,2190,0,1999,0
1291,1291,3.0,2.0,1440,5600,1.0,0,0,4,720,720,1942,2007
1292,1292,4.0,2.5,2170,9600,1.0,0,0,3,1460,710,1980,0
1293,1293,4.0,3.75,2930,3200,1.5,0,0,5,2130,800,1925,0
1294,1294,3.0,1.5,1180,9048,1.0,0,0,3,1180,0,1960,2012
1295,1295,4.0,4.25,2360,57514,2.0,0,0,4,2360,0,1939,1987
1296,1296,3.0,1.5,1660,8797,1.0,0,0,4,1660,0,1956,0
1297,1297,3.0,2.75,2390,9313,1.0,0,0,5,1390,1000,1942,0
1298,1298,3.0,2.0,1360,5120,1.5,0,0,4,910,450,1924,0
1299,1299,3.0,2.25,1840,3500,1.5,0,0,5,1540,300,1910,0
1300,1300,3.0,2.25,1800,43647,1.0,0,0,4,1800,0,1976,1992
1301,1301,4.0,3.75,4130,12320,2.0,0,0,3,4130,0,2001,0
1302,1302,3.0,1.75,2220,132858,1.0,0,0,3,1110,1110,1988,2000
1303,1303,5.0,3.5,3490,9680,2.0,0,4,3,2460,1030,1980,0
1304,1304,4.0,2.5,1830,5175,2.0,0,0,3,1830,0,2003,0
1305,1305,4.0,2.75,1550,4000,1.5,0,0,3,1550,0,1930,1997
1306,1306,3.0,2.0,2050,9000,1.0,0,0,4,2050,0,1951,1999
1307,1307,2.0,1.0,1230,6600,1.0,0,0,3,1130,100,1906,2014
1308,1308,4.0,2.5,3150,5886,2.0,0,0,3,3150,0,2014,0
1309,1309,3.0,2.25,3800,33825,1.0,0,0,4,3330,470,1976,1992
1310,1310,3.0,2.5,1350,3068,2.0,0,0,3,1350,0,1991,0
1311,1311,3.0,2.0,1530,8700,1.0,0,0,4,1530,0,1970,0
1312,1312,3.0,2.5,2290,2798,3.0,0,0,4,2290,0,1953,1983
1313,1313,2.0,1.5,1480,15641,1.0,0,0,4,1480,0,1940,2001
1314,1314,3.0,1.75,1970,10270,1.0,0,0,4,1970,0,1966,0
1315,1315,2.0,1.0,720,4840,1.0,0,0,4,720,0,1947,1988
1316,1316,3.0,2.0,1080,7236,1.0,0,0,5,1080,0,1947,0
1317,1317,4.0,2.5,2790,45902,2.0,0,0,3,2790,0,1987,2000
1318,1318,5.0,2.75,2040,7488,1.0,0,0,4,1200,840,1969,0
1319,1319,3.0,1.0,1320,8220,1.0,0,0,3,1320,0,1959,1989
1320,1320,3.0,2.25,1680,57063,2.0,0,0,4,1680,0,1989,0
1321,1321,3.0,2.0,2140,4923,1.0,0,0,4,1070,1070,1928,0
1322,1322,3.0,1.75,1660,9600,1.0,0,0,3,1380,280,1981,2013
1323,1323,3.0,2.25,1540,5338,1.0,0,0,5,770,770,1954,0
1324,1324,3.0,2.0,1880,10758,1.0,0,0,5,940,940,1952,1998
1325,1325,3.0,1.0,1250,15603,1.0,0,0,4,1250,0,1959,0
1326,1326,5.0,2.0,2120,137565,1.5,0,0,3,2120,0,1913,1983
1327,1327,3.0,1.75,1810,3000,1.5,0,0,4,1810,0,1903,0
1328,1328,3.0,2.5,2370,11172,2.0,0,0,3,2370,0,1993,0
1329,1329,3.0,2.5,1970,4036,2.0,0,0,4,1970,0,2003,0
1330,1330,3.0,2.5,2110,4099,2.0,0,0,3,2110,0,2001,0
1331,1331,3.0,3.0,2080,10521,1.5,0,0,3,2080,0,2004,2003
