,sale_id,street,city,statezip,country
1009,1009,2003 NE 117th St,Seattle,WA 98125,USA
1010,1010,4911 NE 65th St,Seattle,WA 98115,USA
1011,1011,13507 62nd Ave NE,Kirkland,WA 98034,USA
1012,1012,3228 36th Ave W,Seattle,WA 98199,USA
1013,1013,3627 48th Ave SW,Seattle,WA 98116,USA
1014,1014,26272 142nd Ave SE,Kent,WA 98042,USA
1015,1015,9413 34th Ave SW,Seattle,WA 98126,USA
1016,1016,10637 SE 29th St,Beaux Arts Village,WA 98004,USA
1017,1017,1917 3rd Ave W,Seattle,WA 98119,USA
1018,1018,4031 W Ames Lake Dr NE,Redmond,WA 98053,USA
1019,1019,14007 35th Ave NE,Seattle,WA 98125,USA
1020,1020,20525 NE 26th St,Sammamish,WA 98074,USA
1021,1021,1224 N 27th Pl,Renton,WA 98056,USA
1022,1022,12501 SE 4th Pl,Bellevue,WA 98005,USA
1023,1023,5021 Fauntleroy Way SW,Seattle,WA 98136,USA
1024,1024,17458 SE 262nd St,Covington,WA 98042,USA
1025,1025,4038 Linden Ave N,Seattle,WA 98103,USA
1026,1026,10020 18th Ave SW,Seattle,WA 98146,USA
1027,1027,4235 SW 337th Pl,Federal Way,WA 98023,USA
1028,1028,1309 SW Webster St,Seattle,WA 98106,USA
1029,1029,1903 32nd Ave S,Seattle,WA 98144,USA
1030,1030,7220 NE 152nd Pl,Kenmore,WA 98028,USA
1031,1031,2739 31st Ave S,Seattle,WA 98144,USA
1032,1032,8520 19th Ave NW,Seattle,WA 98117,USA
1033,1033,7006 35th Ave NW,Seattle,WA 98117,USA
1034,1034,21438 SE 277th St,Maple Valley,WA 98038,USA
1035,1035,2544 NE 203rd St,Shoreline,WA 98155,USA
1036,1036,22775 SE 242nd Pl,Maple Valley,WA 98038,USA
1037,1037,20206-20212 108th Ave SE,Kent,WA 98031,USA
1038,1038,8026 38th Ave NE,Seattle,WA 98115,USA
1039,1039,31118 149th Ave SE,Kent,WA 98042,USA
1040,1040,1210 22nd Ave E,Seattle,WA 98112,USA
1041,1041,13332 30th Ave NE,Seattle,WA 98125,USA
1042,1042,21860 Military Rd S,SeaTac,WA 98198,USA
1043,1043,5036 36th Ave NE,Seattle,WA 98105,USA
1044,1044,3648 Francis Ave N,Seattle,WA 98103,USA
1045,1045,12977 NE 201st St,Woodinville,WA 98072,USA
1046,1046,11526 NE 116th St,Kirkland,WA 98034,USA
1047,1047,36231 SE Isley St,Snoqualmie,WA 98065,USA
1048,1048,10631 Forest Ave S,Seattle,WA 98178,USA
1049,1049,1033 S 316th St,Federal Way,WA 98003,USA
1050,1050,4621 SW 327th Pl,Federal Way,WA 98023,USA
1051,1051,28412 SE 43rd St,Fall City,WA 98024,USA
1052,1052,312 S 328th Ln,Federal Way,WA 98003,USA
1053,1053,16084 SE 172nd Pl,Renton,WA 98058,USA
1054,1054,1518 150th Ave SE,Bellevue,WA 98007,USA
1055,1055,8351 Jones Ave NW,Seattle,WA 98117,USA
1056,1056,1829 N 55th St,Seattle,WA 98103,USA
1057,1057,6818 Pinehurst Ave SE,Snoqualmie,WA 98065,USA
1058,1058,5700-5798 SW Hinds St,Seattle,WA 98116,USA
1059,1059,19296-19336 102nd Ave SE,Renton,WA 98055,USA
1060,1060,11814 167th Pl NE,Redmond,WA 98052,USA
1061,1061,33415 41st Ave SW,Federal Way,WA 98023,USA
1062,1062,4801-4999 229th Ave SE,Issaquah,WA 98029,USA
1063,1063,1505 S Plum St,Seattle,WA 98144,USA
1064,1064,1215 N 50th St,Seattle,WA 98103,USA
1065,1065,19311 59th Pl NE,Kenmore,WA 98028,USA
1066,1066,34434 30th Ave SW,Federal Way,WA 98023,USA
1067,1067,806 S 295th Pl,Federal Way,WA 98003,USA
1068,1068,17904 Military Rd S,SeaTac,WA 98188,USA
1069,1069,2525 276th Ct NE,Redmond,WA 98053,USA
1070,1070,501 NE Ravenna Blvd,Seattle,WA 98115,USA
1071,1071,2043 NE 98th St,Seattle,WA 98115,USA
1072,1072,2150 N 128th St,Seattle,WA 98133,USA
1073,1073,14435 SE 263rd St,Kent,WA 98042,USA
1074,1074,25919 SE 37th Way,Issaquah,WA 98029,USA
1075,1075,32119 199th Ave SE,Kent,WA 98042,USA
1076,1076,1118 235th Pl NE,Sammamish,WA 98074,USA
1077,1077,10804 SE 218th St,Kent,WA 98031,USA
1078,1078,17018 124th Ave SE,Renton,WA 98058,USA
1079,1079,18923 SE 416th St,Enumclaw,WA 98022,USA
1080,1080,811 W Bertona St,Seattle,WA 98119,USA
1081,1081,14056 31st Ave S,SeaTac,WA 98168,USA
1082,1082,3028 NW 68th St,Seattle,WA 98117,USA
1083,1083,1404 Broadmoor Dr E,Seattle,WA 98112,USA
1084,1084,3249 E Ames Lake Dr NE,Redmond,WA 98053,USA
1085,1085,6032 35th Ave NE,Seattle,WA 98115,USA
1086,1086,1006 NE Ravenna Blvd,Seattle,WA 98105,USA
1087,1087,10515 Ashworth Ave N,Seattle,WA 98133,USA
1088,1088,32740-32998 30th Ave SW,Federal Way,WA 98023,USA
1089,1089,308 NW 67th St,Seattle,WA 98117,USA
1090,1090,6019 210th Ave NE,Redmond,WA 98053,USA
1091,1091,723 N 105th St,Seattle,WA 98133,USA
1092,1092,14904 133rd Ave SE,Renton,WA 98058,USA
1093,1093,465 129th Pl NE,Bellevue,WA 98005,USA
1094,1094,12001 Bartlett Ave NE,Seattle,WA 98125,USA
1095,1095,8507 146th Pl SE,Newcastle,WA 98059,USA
1096,1096,2503 SW Portland Ct,Seattle,WA 98106,USA
1097,1097,7728 11th Ave NW,Seattle,WA 98117,USA
1098,1098,3109 SE 17th Ct,Renton,WA 98058,USA
1099,1099,8215 8th Ave S,Seattle,WA 98108,USA
1100,1100,20210 78th Pl NE,Kenmore,WA 98028,USA
1101,1101,4518 SE 4th St,Renton,WA 98059,USA
1102,1102,4531 SW Webster St,Seattle,WA 98136,USA
1103,1103,10414 NE 131st St,Kirkland,WA 98034,USA
1104,1104,6517 Dibble Ave NW,Seattle,WA 98117,USA
1105,1105,4118 35th Ave SW,Seattle,WA 98126,USA
1106,1106,2348 Fairview Ave E,Seattle,WA 98102,USA
1107,1107,5243 Forest Ave SE,Mercer Island,WA 98040,USA
1108,1108,11221 Palatine Ave N,Seattle,WA 98133,USA
1109,1109,4815 SW 330th Ct,Federal Way,WA 98023,USA
1110,1110,27831 NE 153rd Pl,Duvall,WA 98019,USA
1111,1111,3239 78th Pl NE,Medina,WA 98039,USA
1112,1112,7606 116th Ave SE,Newcastle,WA 98056,USA
1113,1113,7221 NE 156th St,Kenmore,WA 98028,USA
1114,1114,3713 SW Sullivan St,Seattle,WA 98126,USA
1115,1115,28624 6th Pl S,Des Moines,WA 98198,USA
1116,1116,2000 30th Ave S,Seattle,WA 98144,USA
1117,1117,8205 20th Ave NE,Seattle,WA 98115,USA
1118,1118,233 111th Ave SE,Bellevue,WA 98004,USA
1119,1119,21409 SE 215th St,Maple Valley,WA 98038,USA
1120,1120,22615 SE 14th Pl,Sammamish,WA 98075,USA
1121,1121,17012 SE 47th Way,Bellevue,WA 98006,USA
1122,1122,9719 130th Ave NE,Kirkland,WA 98033,USA
1123,1123,530 Olympia Ave SE,Renton,WA 98058,USA
1124,1124,2611 1st Ave N,Seattle,WA 98109,USA
1125,1125,3218 S 148th St,SeaTac,WA 98168,USA
1126,1126,8830 McIntosh Ct SE,Snoqualmie,WA 98065,USA
1127,1127,14440 51st Ave S,Tukwila,WA 98168,USA
1128,1128,8750 Fauntlee Crest SW,Seattle,WA 98136,USA
1129,1129,1626 S 245th Pl,Des Moines,WA 98198,USA
1130,1130,34303 Elm Ave SE,Snoqualmie,WA 98065,USA
1131,1131,2471 S 116th Way,Seattle,WA 98168,USA
1132,1132,7534 24th Ave NW,Seattle,WA 98117,USA
1133,1133,1949-1953 9th Ave W,Seattle,WA 98119,USA
1134,1134,1915 E Marion St,Seattle,WA 98122,USA
1135,1135,4651 175th Ave SE,Bellevue,WA 98006,USA
1136,1136,24923 161st Pl SE,Covington,WA 98042,USA
1137,1137,16241 19th Ave SW,Burien,WA 98166,USA
1138,1138,130 Main St,Algona,WA 98001,USA
1139,1139,927 N 79th St,Seattle,WA 98103,USA
1140,1140,9415 NE 27th St,Clyde Hill,WA 98004,USA
1141,1141,8102 7th Ave SW,Seattle,WA 98106,USA
1142,1142,4600-4748 136th Ave SE,Bellevue,WA 98006,USA
1143,1143,15637 156th Pl SE,Renton,WA 98058,USA
1144,1144,319 25th Ave E,Seattle,WA 98112,USA
1145,1145,8430 8th Ave SW,Seattle,WA 98106,USA
1146,1146,30924 36th Ave SW,Federal Way,WA 98023,USA
1147,1147,27523-27527 43rd Ave S,Auburn,WA 98001,USA
1148,1148,10718 Exeter Ave NE,Seattle,WA 98125,USA
1149,1149,10326 Fischer Pl NE,Seattle,WA 98125,USA
1150,1150,4832 38th Ave SW,Seattle,WA 98126,USA
1151,1151,13283 228th Pl NE,Redmond,WA 98053,USA
1152,1152,3621 45th Ave W,Seattle,WA 98199,USA
1153,1153,8216 Linden Ave N,Seattle,WA 98103,USA
1154,1154,12629 468th Ave SE,North Bend,WA 98045,USA
1155,1155,2834 220th Pl NE,Sammamish,WA 98074,USA
1156,1156,4730 162nd Ct SE,Bellevue,WA 98006,USA
1157,1157,3832 43rd Ave NE,Seattle,WA 98105,USA
1158,1158,9631 NE 198th St,Bothell,WA 98011,USA
1159,1159,4346 28th Ave S,Seattle,WA 98108,USA
1160,1160,7556 NE 203rd St,Kenmore,WA 98028,USA
1161,1161,10605 9th Ave NW,Seattle,WA 98177,USA
1162,1162,7615 E Mercer Way,Mercer Island,WA 98040,USA
1163,1163,15812 182nd Ave NE,Woodinville,WA 98072,USA
1164,1164,13807 129th Pl NE,Kirkland,WA 98034,USA
1165,1165,5452 31st Ave SW,Seattle,WA 98126,USA
1166,1166,23438 NE 29th Pl,Sammamish,WA 98074,USA
1167,1167,3209 63rd Ave SW,Seattle,WA 98116,USA
1168,1168,24709 13th Ave S,Des Moines,WA 98198,USA
1169,1169,2526 104th Ave SE,Bellevue,WA 98004,USA
1170,1170,15616 173rd Ave NE,Woodinville,WA 98072,USA
1171,1171,1714 NE Brockman Pl,Seattle,WA 98125,USA
1172,1172,8611 32nd Ave SW,Seattle,WA 98126,USA
1173,1173,10012 SE 244th Ct,Kent,WA 98030,USA
1174,1174,4525 119th Ave SE,Bellevue,WA 98006,USA
1175,1175,6820 39th Ave NE,Seattle,WA 98115,USA
1176,1176,8551 SE 80th St,Mercer Island,WA 98040,USA
1177,1177,3222 78th Pl NE,Medina,WA 98039,USA
1178,1178,3112 21st Ave S,Seattle,WA 98144,USA
1179,1179,10060 SW Dock St,Vashon,WA 98070,USA
1180,1180,3849 Cascadia Ave S,Seattle,WA 98118,USA
1181,1181,3964 262nd Ave SE,Issaquah,WA 98029,USA
1182,1182,527 S Donovan St,Seattle,WA 98108,USA
1183,1183,6723 17th Ave NW,Seattle,WA 98117,USA
1184,1184,13527 231st Pl SE,Issaquah,WA 98027,USA
1185,1185,3304 288th Ave NE,Redmond,WA 98053,USA
1186,1186,2202 238th Ave SE,Sammamish,WA 98075,USA
1187,1187,9670 41st Ave S,Seattle,WA 98118,USA
1188,1188,12449 94th Ave NE,Kirkland,WA 98034,USA
1189,1189,1107 SE 10th St,North Bend,WA 98045,USA
1190,1190,2822 NW 74th St,Seattle,WA 98117,USA
1191,1191,35229 SE Terrace St,Snoqualmie,WA 98065,USA
1192,1192,21311 SE 20th St,Sammamish,WA 98075,USA
1193,1193,23022 NE 21st St,Sammamish,WA 98074,USA
1194,1194,Valley View Trail,Redmond,WA 98052,USA
1195,1195,2826 Access Rd,Renton,WA 98056,USA
1196,1196,13013 NE 202nd Pl,Woodinville,WA 98072,USA
1197,1197,601 22nd Ave,Seattle,WA 98122,USA
1198,1198,9607 NE 128th St,Kirkland,WA 98034,USA
1199,1199,23042 16th Ave S,Des Moines,WA 98198,USA
1200,1200,1905 33rd Ave S,Seattle,WA 98144,USA
1201,1201,20850 NE 26th Pl,Sammamish,WA 98074,USA
1202,1202,17200 SE 29th Ct,Bellevue,WA 98008,USA
1203,1203,4356 SW Concord St,Seattle,WA 98136,USA
1204,1204,1715 NE 135th St,Seattle,WA 98125,USA
1205,1205,4915 17th Ave S,Seattle,WA 98108,USA
1206,1206,18960 131st Pl NE,Woodinville,WA 98072,USA
1207,1207,2802 SW Bataan St,Seattle,WA 98126,USA
1208,1208,4825 27th Ave S,Seattle,WA 98108,USA
1209,1209,4532 13th Ave S,Seattle,WA 98108,USA
1210,1210,1911 E Columbia St,Seattle,WA 98122,USA
1211,1211,4131 SW Kenyon St,Seattle,WA 98136,USA
1212,1212,31103 SE 85th Pl,Preston,WA 98050,USA
1213,1213,25480 SE 275th Pl,Maple Valley,WA 98038,USA
1214,1214,4055 238th Pl SE,Issaquah,WA 98029,USA
1215,1215,7325 86th Ave SE,Mercer Island,WA 98040,USA
1216,1216,24031 SE 262nd Pl,Maple Valley,WA 98038,USA
1217,1217,2439 Piedmont Pl W,Seattle,WA 98199,USA
1218,1218,6215 30th Ave NW,Seattle,WA 98107,USA
1219,1219,1024 Washington Pl E,Seattle,WA 98112,USA
1220,1220,2000-2098 NE 68th St,Seattle,WA 98115,USA
1221,1221,4426 38th Ave SW,Seattle,WA 98126,USA
1222,1222,9900 SW Quartermaster Dr,Vashon,WA 98070,USA
1223,1223,667 237th Pl SE,Sammamish,WA 98074,USA
1224,1224,31456 117th Pl SE,Auburn,WA 98092,USA
1225,1225,4511 S 262nd St,Kent,WA 98032,USA
1226,1226,7704 Heather Ave SE,Snoqualmie,WA 98065,USA
1227,1227,13428 NE 12th Pl,Bellevue,WA 98005,USA
1228,1228,11727 9th Ave NW,Seattle,WA 98177,USA
1229,1229,2110 216th Pl NE,Sammamish,WA 98074,USA
1230,1230,2523-2533 103rd Ave SE,Bellevue,WA 98004,USA
1231,1231,2172 NE Noble St,Issaquah,WA 98029,USA
1232,1232,8059 Loyal Way NW,Seattle,WA 98117,USA
1233,1233,4150 244th Pl SE,Issaquah,WA 98029,USA
1234,1234,1218 19th Ave E,Seattle,WA 98112,USA
1235,1235,12216 Greenwood Ave N,Seattle,WA 98133,USA
1236,1236,14151 174th Pl NE,Redmond,WA 98052,USA
1237,1237,1840-1846 9th St W,Kirkland,WA 98033,USA
1238,1238,9552 Phinney Ave N,Seattle,WA 98103,USA
1239,1239,4131 51st Ave S,Seattle,WA 98118,USA
1240,1240,10090 177th Ave NE,Redmond,WA 98052,USA
1241,1241,20312 102nd Pl SE,Kent,WA 98031,USA
1242,1242,12599 NE 39th St,Bellevue,WA 98005,USA
1243,1243,1808 38th Ave E,Seattle,WA 98112,USA
1244,1244,5047 43rd Ave S,Seattle,WA 98118,USA
1245,1245,2023 NE 175th St,Shoreline,WA 98155,USA
1246,1246,15048 NE 11th Pl,Bellevue,WA 98007,USA
1247,1247,3635 41st Ave W,Seattle,WA 98199,USA
1248,1248,8835 NE 138th St,Kirkland,WA 98034,USA
1249,1249,25420 157th Ave SE,Covington,WA 98042,USA
1250,1250,20604 SE 24th St,Sammamish,WA 98075,USA
1251,1251,7820 Ashworth Ave N,Seattle,WA 98103,USA
1252,1252,560 SW Fernwood St,Issaquah,WA 98027,USA
1253,1253,19311 47th Ave NE,Lake Forest Park,WA 98155,USA
1254,1254,4501-4507 186th Ave SE,Issaquah,WA 98027,USA
1255,1255,11366 SE 298th Pl,Auburn,WA 98092,USA
1256,1256,7311 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
1257,1257,5003 E Mercer Way,Mercer Island,WA 98040,USA
1258,1258,15017 253rd Ave SE,Issaquah,WA 98027,USA
1259,1259,29910-29918 21st Ave S,Federal Way,WA 98003,USA
1260,1260,15524 SE 9th St,Bellevue,WA 98007,USA
1261,1261,29234 158th Ave SE,Kent,WA 98042,USA
1262,1262,28808 SE Mud Mountain Rd,Enumclaw,WA 98022,USA
1263,1263,10238 65th Ave S,Seattle,WA 98178,USA
1264,1264,5619 S 149th St,Tukwila,WA 98168,USA
1265,1265,5307-5311 Quincy Ave SE,Auburn,WA 98092,USA
1266,1266,9219 Stone Ave N,Seattle,WA 98103,USA
1267,1267,11406 Nile Ave NE,Renton,WA 98059,USA
1268,1268,431 26th Ave E,Seattle,WA 98112,USA
1269,1269,2711 NE 75th St,Seattle,WA 98115,USA
1270,1270,2722 30th Ave S,Seattle,WA 98144,USA
1271,1271,7302 127th Pl SE,Newcastle,WA 98056,USA
1272,1272,Schmitz Park to Alki Trail,Seattle,WA 98116,USA
1273,1273,23216 NE 126th St,Redmond,WA 98053,USA
1274,1274,10629 161st Avenue Northeast,Redmond,WA 98052,USA
1275,1275,2134 NW Boulder Way Dr,Issaquah,WA 98027,USA
1276,1276,24032 SE 263rd Pl,Maple Valley,WA 98038,USA
1277,1277,1108 29th Ave S,Seattle,WA 98144,USA
1278,1278,942 27th Ave,Seattle,WA 98122,USA
1279,1279,23915 135th Pl SE,Kent,WA 98042,USA
1280,1280,1417 26th Ave,Seattle,WA 98122,USA
1281,1281,2015 42nd Ave E,Seattle,WA 98112,USA
1282,1282,2418 10th Ave W,Seattle,WA 98119,USA
1283,1283,2202 NE 83rd St,Seattle,WA 98115,USA
1284,1284,5918 128th Ave SE,Bellevue,WA 98006,USA
1285,1285,6209 40th Ave NE,Seattle,WA 98115,USA
1286,1286,33316 E Lake Holm Dr SE,Auburn,WA 98092,USA
1287,1287,29245 188 Ave SE,Kent,WA 98042,USA
1288,1288,1165 SW 12th St,North Bend,WA 98045,USA
1289,1289,26825 33rd Ave S,Kent,WA 98032,USA
1290,1290,18649 22nd Pl NE,Lake Forest Park,WA 98155,USA
1291,1291,2508 NE 7th St,Renton,WA 98056,USA
1292,1292,8520 169th Ct NE,Redmond,WA 98052,USA
1293,1293,115 W Raye St,Seattle,WA 98119,USA
1294,1294,454 S 190th St,Burien,WA 98148,USA
1295,1295,2862 S 354th Ln,Federal Way,WA 98003,USA
1296,1296,10414 SE 24th Pl,Bellevue,WA 98004,USA
1297,1297,12575 Corliss Ave N,Seattle,WA 98133,USA
1298,1298,4822 48th Ave SW,Seattle,WA 98116,USA
1299,1299,3110 E Jefferson St,Seattle,WA 98122,USA
1300,1300,20337 156th Ave NE,Woodinville,WA 98072,USA
1301,1301,14212 SE 92nd St,Newcastle,WA 98059,USA
1302,1302,13009 230th Ave SE,Issaquah,WA 98027,USA
1303,1303,20122 Richmond Beach Dr NW,Shoreline,WA 98177,USA
1304,1304,27369 245th Ave SE,Maple Valley,WA 98038,USA
1305,1305,4325 NE 43rd St,Seattle,WA 98105,USA
1306,1306,2416 70th Ave SE,Mercer Island,WA 98040,USA
1307,1307,3934 S Hudson St,Seattle,WA 98118,USA
1308,1308,13516 164th Ave SE,Renton,WA 98059,USA
1309,1309,24716 142nd Ave SE,Kent,WA 98042,USA
1310,1310,819 31st Ave,Seattle,WA 98122,USA
1311,1311,2925 Morris Ave S,Renton,WA 98055,USA
1312,1312,2402 Delmar Dr E,Seattle,WA 98102,USA
1313,1313,11405 26th Ave SW,Seattle,WA 98146,USA
1314,1314,3644 Manchester Way,Kent,WA 98032,USA
1315,1315,5403 34th Ave SW,Seattle,WA 98126,USA
1316,1316,808 NE 117th St,Seattle,WA 98125,USA
1317,1317,19218 189th Pl NE,Woodinville,WA 98077,USA
1318,1318,12610 NE 142nd St,Kirkland,WA 98034,USA
1319,1319,1904 S 259th St,Des Moines,WA 98198,USA
1320,1320,43105 SE 149th St,North Bend,WA 98045,USA
1321,1321,8250 Ashworth Ave N,Seattle,WA 98103,USA
1322,1322,18223 129th Pl NE,Bothell,WA 98011,USA
1323,1323,9014 Ravenna Ave NE,Seattle,WA 98115,USA
1324,1324,14712 SE 105th Pl,Renton,WA 98059,USA
1325,1325,12522 SE 105th St,Renton,WA 98056,USA
1326,1326,16633 Westside Hwy SW,Vashon,WA 98070,USA
1327,1327,4331 5th Ave NW,Seattle,WA 98107,USA
1328,1328,12020 SE 76th St,Newcastle,WA 98056,USA
1329,1329,35317 SE Ridge St,Snoqualmie,WA 98065,USA
1330,1330,17041 128th Pl NE,Woodinville,WA 98072,USA
1331,1331,8359 NE Juanita Dr,Kirkland,WA 98034,USA
1332,1332,2929 200th Ave SE,Sammamish,WA 98075,USA
1333,1333,929 N 88th St,Seattle,WA 98103,USA
1334,1334,21548 SE 28th Ln,Sammamish,WA 98075,USA
1335,1335,15703 NE 113th Ct,Redmond,WA 98052,USA
1336,1336,5054 NE 23rd St,Renton,WA 98059,USA
1337,1337,10559 NE 150th Ct,Bothell,WA 98011,USA
1338,1338,2830 216th Ave SE,Issaquah,WA 98075,USA
1339,1339,15105 262nd Ave SE,Issaquah,WA 98027,USA
1340,1340,26510 134th Ave SE,Kent,WA 98042,USA
1341,1341,507 Janet Ave NE,North Bend,WA 98045,USA
1342,1342,6110 123rd Ave NE,Kirkland,WA 98033,USA
1343,1343,1813 177th Ave NE,Bellevue,WA 98008,USA
1344,1344,13003 13th Ave NW,Seattle,WA 98177,USA
1345,1345,805 30th Ave,Seattle,WA 98122,USA
1346,1346,35014 19th Ave SW,Federal Way,WA 98023,USA
1347,1347,506 Wells Ave N,Renton,WA 98057,USA
1348,1348,19534 34th Ave NE,Lake Forest Park,WA 98155,USA
1349,1349,510 N 70th St,Seattle,WA 98103,USA
1350,1350,2017 NW 59th St,Seattle,WA 98107,USA
1351,1351,24146 SE 45th Pl,Issaquah,WA 98029,USA
1352,1352,31207 22nd Ave SW,Federal Way,WA 98023,USA
1353,1353,4510 89th Ave SE,Mercer Island,WA 98040,USA
1354,1354,11048 21st Ave SW,Seattle,WA 98146,USA
1355,1355,20214 8th Ave S,Des Moines,WA 98198,USA
1356,1356,4071 S 128th St,Tukwila,WA 98168,USA
1357,1357,15226 SE 1st Pl,Bellevue,WA 98007,USA
1358,1358,4760 47th Ave NE,Seattle,WA 98105,USA
1359,1359,829 S 310th Pl,Federal Way,WA 98003,USA
1360,1360,124 Mt Vista Pl SW,Pacific,WA 98047,USA
1361,1361,14806 279th Ln NE,Duvall,WA 98019,USA
1362,1362,33015 4th Pl S,Federal Way,WA 98003,USA
1363,1363,12048 Standring Ct SW,Burien,WA 98146,USA
1364,1364,24035 NE Adair Rd,Redmond,WA 98053,USA
1365,1365,14608 SE 195th Pl,Renton,WA 98058,USA
1366,1366,27433-27475 211th Ct SE,Maple Valley,WA 98038,USA
1367,1367,9423 Ash Ave SE,Snoqualmie,WA 98065,USA
1368,1368,8018 NE 183rd St,Kenmore,WA 98028,USA
1369,1369,897 SE 11th St,North Bend,WA 98045,USA
1370,1370,38071 39th Ave S,Auburn,WA 98001,USA
1371,1371,5201 23rd Ave SW,Seattle,WA 98106,USA
1372,1372,10111 32nd Pl SW,Seattle,WA 98146,USA
1373,1373,8314 361st Ave NE,Carnation,WA 98014,USA
1374,1374,6609 43rd Ave S,Seattle,WA 98118,USA
1375,1375,1219 S 124th St,Seattle,WA 98168,USA
1376,1376,16710 133rd Pl SE,Renton,WA 98058,USA
1377,1377,8726 NE 11th St,Bellevue,WA 98004,USA
1378,1378,12923 206th Ct SE,Issaquah,WA 98027,USA
1379,1379,20442 137th Ave SE,Kent,WA 98042,USA
1380,1380,3510 S Holly St,Seattle,WA 98118,USA
1381,1381,14000 SE 241st St,Kent,WA 98042,USA
1382,1382,13315 88th Ave S,Renton,WA 98057,USA
1383,1383,3057 70th Ave SE,Mercer Island,WA 98040,USA
1384,1384,31607 45th Pl SW,Federal Way,WA 98023,USA
1385,1385,13800 SE 43rd St,Bellevue,WA 98006,USA
1386,1386,9007 4th Ave NW,Seattle,WA 98117,USA
1387,1387,21924 234th Ave SE,Maple Valley,WA 98038,USA
1388,1388,4612 92nd Ave NE,Yarrow Point,WA 98004,USA
1389,1389,2825 W Elmore Pl,Seattle,WA 98199,USA
1390,1390,25756 SE 41st St,Issaquah,WA 98029,USA
1391,1391,15929 Broadway Ave NE,Duvall,WA 98019,USA
1392,1392,35632 52nd Ave S,Auburn,WA 98001,USA
1393,1393,1641 S 124th St,Seattle,WA 98168,USA
1394,1394,9702 12th Ave NW,Seattle,WA 98117,USA
1395,1395,1348 SW 175th St,Normandy Park,WA 98166,USA
1396,1396,11511 159th Ave NE,Redmond,WA 98052,USA
1397,1397,14800 Kennedy Pl NE,Duvall,WA 98019,USA
1398,1398,309 W Prospect St,Seattle,WA 98119,USA
1399,1399,1317 5th Ln,Kirkland,WA 98033,USA
1400,1400,15035-15041 SE Fairwood Blvd,Renton,WA 98058,USA
1401,1401,3021-1/2 SW Harbor Ln,Seattle,WA 98126,USA
1402,1402,10009 SE 247th Pl,Kent,WA 98030,USA
1403,1403,18917 72nd Ct NE,Kenmore,WA 98028,USA
1404,1404,32110 12th Pl SW,Federal Way,WA 98023,USA
1405,1405,32955-32977 33rd Ave SW,Federal Way,WA 98023,USA
1406,1406,18202 Dayton Ave N,Shoreline,WA 98133,USA
1407,1407,2915 NW 75th St,Seattle,WA 98117,USA
1408,1408,2511 NE 65th St,Seattle,WA 98115,USA
1409,1409,10340 38th Ave NE,Seattle,WA 98125,USA
1410,1410,15243 6th Ave NE,Shoreline,WA 98155,USA
1411,1411,527 171st Pl NE,Bellevue,WA 98008,USA
1412,1412,4117 Bagley Ave N,Seattle,WA 98103,USA
1413,1413,4435 140th Ave SE,Bellevue,WA 98006,USA
1414,1414,19304 65th Ave NE,Kenmore,WA 98028,USA
1415,1415,16930 SE 144th St,Renton,WA 98059,USA
1416,1416,2317-2399 185th Pl NE,Redmond,WA 98052,USA
1417,1417,15346-15348 25th Ave NE,Shoreline,WA 98155,USA
1418,1418,1223 269th Ave SE,Sammamish,WA 98075,USA
1419,1419,15901-15999 131st Pl SE,Renton,WA 98058,USA
1420,1420,4615 158th Ave SE,Bellevue,WA 98006,USA
1421,1421,2709 NE 22nd St,Renton,WA 98056,USA
1422,1422,3764 79th Ave SE,Mercer Island,WA 98040,USA
1423,1423,10406 126th Ave NE,Kirkland,WA 98033,USA
1424,1424,8203 120th Pl SE,Newcastle,WA 98056,USA
1425,1425,8216 Linden Ave N,Seattle,WA 98103,USA
1426,1426,18119 NE 30th St,Redmond,WA 98052,USA
1427,1427,3100-3198 S Byron St,Seattle,WA 98144,USA
1428,1428,2142 N 90th St,Seattle,WA 98103,USA
1429,1429,2006 S 257th St,Des Moines,WA 98198,USA
1430,1430,10916 159th Ave NE,Redmond,WA 98052,USA
1431,1431,2537 13th Ave W,Seattle,WA 98119,USA
1432,1432,6018 41st Ave SW,Seattle,WA 98136,USA
1433,1433,2647 22nd Ave W,Seattle,WA 98199,USA
1434,1434,2811 Mill Ave S,Renton,WA 98055,USA
1435,1435,17801 NE 102nd Ct,Redmond,WA 98052,USA
1436,1436,42321 SE 171st St,North Bend,WA 98045,USA
1437,1437,8309 30th Ave NW,Seattle,WA 98117,USA
1438,1438,18630 NE 202nd St,Woodinville,WA 98077,USA
1439,1439,14583 NE 58th St,Bellevue,WA 98007,USA
1440,1440,SE 170th Pl,Renton,WA 98058,USA
1441,1441,10510 172nd Ct SE,Renton,WA 98059,USA
1442,1442,13727 1st Ave NE,Seattle,WA 98125,USA
1443,1443,3030 SW 346th Pl,Federal Way,WA 98023,USA
1444,1444,4902 12th Ave S,Seattle,WA 98108,USA
1445,1445,720 N 193rd Pl,Shoreline,WA 98133,USA
1446,1446,13712 SE 256th Pl,Kent,WA 98042,USA
1447,1447,9110 25th Ave NE,Seattle,WA 98115,USA
1448,1448,14426-14598 42nd Ave S,Tukwila,WA 98168,USA
1449,1449,34214 SE Carmichael St,Snoqualmie,WA 98065,USA
1450,1450,20609 SE 271st St,Covington,WA 98042,USA
1451,1451,18309 17th Pl NW,Shoreline,WA 98177,USA
